try_number,id,travel_time_on,stopped_time_on,travel_time_off,stopped_time_off,priority_distance_m,travel_time_delta
23,emergency_7,78.0,12.0,24.0,0.0,100.0,-54.0
23,emergency_8,26.0,4.0,20.0,1.0,100.0,-6.0
23,emergency_9,116.0,5.0,103.0,2.0,100.0,-13.0
24,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
24,emergency_1,55.0,1.0,51.0,0.0,100.0,-4.0
24,emergency_2,52.0,0.0,193.0,61.0,100.0,141.0
24,emergency_4,38.0,0.0,37.0,0.0,100.0,-1.0
24,emergency_3,48.0,0.0,94.0,48.0,100.0,46.0
24,emergency_5,15.0,0.0,5.0,0.0,100.0,-10.0
24,emergency_6,107.0,0.0,141.0,0.0,100.0,34.0
24,emergency_7,45.0,0.0,142.0,91.0,100.0,97.0
24,emergency_8,23.0,1.0,20.0,1.0,100.0,-3.0
24,emergency_9,22.0,0.0,229.0,85.0,100.0,207.0
25,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
25,emergency_1,24.0,0.0,24.0,0.0,100.0,0.0
25,emergency_2,136.0,0.0,168.0,11.0,100.0,32.0
25,emergency_4,39.0,0.0,37.0,0.0,100.0,-2.0
25,emergency_3,53.0,2.0,107.0,60.0,100.0,54.0
25,emergency_5,17.0,0.0,3.0,0.0,100.0,-14.0
25,emergency_6,32.0,8.0,147.0,42.0,100.0,115.0
25,emergency_8,23.0,1.0,23.0,1.0,100.0,0.0
25,emergency_7,44.0,0.0,119.0,69.0,100.0,75.0
25,emergency_9,141.0,0.0,194.0,53.0,100.0,53.0
26,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
26,emergency_1,52.0,0.0,5.0,0.0,100.0,-47.0
26,emergency_2,52.0,0.0,51.0,0.0,100.0,-1.0
26,emergency_3,44.0,1.0,96.0,52.0,100.0,52.0
26,emergency_4,45.0,0.0,37.0,0.0,100.0,-8.0
26,emergency_5,11.0,0.0,7.0,0.0,100.0,-4.0
26,emergency_7,25.0,0.0,60.0,12.0,100.0,35.0
26,emergency_6,130.0,1.0,159.0,56.0,100.0,29.0
26,emergency_8,23.0,1.0,23.0,1.0,100.0,0.0
26,emergency_9,104.0,2.0,219.0,97.0,100.0,115.0
27,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
27,emergency_1,51.0,0.0,100.0,55.0,100.0,49.0
27,emergency_2,46.0,0.0,47.0,0.0,100.0,1.0
27,emergency_3,53.0,0.0,106.0,51.0,100.0,53.0
27,emergency_4,41.0,1.0,37.0,0.0,100.0,-4.0
27,emergency_5,14.0,0.0,4.0,0.0,100.0,-10.0
27,emergency_6,50.0,18.0,130.0,27.0,100.0,80.0
27,emergency_7,45.0,0.0,82.0,31.0,100.0,37.0
27,emergency_8,23.0,1.0,20.0,1.0,100.0,-3.0
27,emergency_9,110.0,0.0,182.0,70.0,100.0,72.0
28,emergency_0,12.0,0.0,16.0,0.0,100.0,4.0
28,emergency_1,51.0,0.0,46.0,0.0,100.0,-5.0
28,emergency_2,53.0,0.0,52.0,0.0,100.0,-1.0
28,emergency_3,53.0,0.0,107.0,52.0,100.0,54.0
28,emergency_4,39.0,0.0,38.0,0.0,100.0,-1.0
28,emergency_7,29.0,0.0,43.0,0.0,100.0,14.0
28,emergency_5,155.0,18.0,9.0,0.0,100.0,-146.0
28,emergency_6,104.0,2.0,106.0,4.0,100.0,2.0
28,emergency_8,23.0,1.0,23.0,1.0,100.0,0.0
28,emergency_9,119.0,0.0,18.0,0.0,100.0,-101.0
29,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
29,emergency_1,34.0,0.0,24.0,0.0,100.0,-10.0
29,emergency_3,42.0,0.0,45.0,0.0,100.0,3.0
29,emergency_4,51.0,0.0,13.0,0.0,100.0,-38.0
29,emergency_5,9.0,0.0,9.0,0.0,100.0,0.0
29,emergency_2,136.0,1.0,151.0,4.0,100.0,15.0
29,emergency_6,10.0,0.0,131.0,41.0,100.0,121.0
29,emergency_7,48.0,0.0,87.0,28.0,100.0,39.0
29,emergency_8,23.0,1.0,21.0,1.0,100.0,-2.0
29,emergency_9,113.0,0.0,12.0,0.0,100.0,-101.0
30,emergency_0,12.0,0.0,12.0,0.0,100.0,0.0
30,emergency_1,54.0,3.0,76.0,27.0,100.0,22.0
30,emergency_2,53.0,0.0,51.0,0.0,100.0,-2.0
30,emergency_5,9.0,0.0,10.0,0.0,100.0,1.0
30,emergency_4,15.0,0.0,37.0,0.0,100.0,22.0
30,emergency_3,71.0,4.0,42.0,0.0,100.0,-29.0
30,emergency_7,26.0,0.0,42.0,0.0,100.0,16.0
30,emergency_6,112.0,0.0,94.0,1.0,100.0,-18.0
30,emergency_8,23.0,1.0,21.0,1.0,100.0,-2.0
30,emergency_9,122.0,0.0,108.0,18.0,100.0,-14.0
1,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
1,emergency_1,63.0,10.0,90.0,49.0,150.0,27.0
1,emergency_2,46.0,0.0,108.0,0.0,150.0,62.0
1,emergency_4,16.0,0.0,42.0,0.0,150.0,26.0
1,emergency_5,12.0,0.0,9.0,0.0,150.0,-3.0
1,emergency_3,45.0,0.0,96.0,49.0,150.0,51.0
1,emergency_6,114.0,0.0,116.0,27.0,150.0,2.0
1,emergency_8,31.0,4.0,21.0,1.0,150.0,-10.0
1,emergency_7,53.0,0.0,92.0,29.0,150.0,39.0
1,emergency_9,158.0,15.0,12.0,0.0,150.0,-146.0
2,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
2,emergency_1,69.0,14.0,96.0,50.0,150.0,27.0
2,emergency_2,54.0,0.0,56.0,0.0,150.0,2.0
2,emergency_4,37.0,0.0,37.0,0.0,150.0,0.0
2,emergency_3,51.0,0.0,47.0,0.0,150.0,-4.0
2,emergency_5,137.0,0.0,18.0,0.0,150.0,-119.0
2,emergency_6,93.0,0.0,76.0,0.0,150.0,-17.0
2,emergency_7,36.0,4.0,103.0,54.0,150.0,67.0
2,emergency_8,28.0,1.0,6.0,1.0,150.0,-22.0
2,emergency_9,114.0,0.0,11.0,0.0,150.0,-103.0
3,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
3,emergency_1,63.0,6.0,24.0,0.0,150.0,-39.0
3,emergency_3,59.0,4.0,61.0,10.0,150.0,2.0
3,emergency_2,129.0,0.0,52.0,5.0,150.0,-77.0
3,emergency_4,42.0,0.0,13.0,0.0,150.0,-29.0
3,emergency_7,44.0,0.0,125.0,74.0,150.0,81.0
3,emergency_6,93.0,0.0,146.0,58.0,150.0,53.0
3,emergency_5,153.0,16.0,12.0,0.0,150.0,-141.0
3,emergency_8,27.0,2.0,27.0,1.0,150.0,0.0
3,emergency_9,128.0,0.0,154.0,23.0,150.0,26.0
4,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
4,emergency_1,60.0,2.0,24.0,0.0,150.0,-36.0
4,emergency_2,151.0,0.0,151.0,13.0,150.0,0.0
4,emergency_3,43.0,0.0,107.0,49.0,150.0,64.0
4,emergency_4,51.0,9.0,62.0,23.0,150.0,11.0
4,emergency_6,11.0,0.0,132.0,63.0,150.0,121.0
4,emergency_5,141.0,17.0,16.0,0.0,150.0,-125.0
4,emergency_8,29.0,4.0,20.0,1.0,150.0,-9.0
4,emergency_7,57.0,0.0,61.0,12.0,150.0,4.0
4,emergency_9,117.0,0.0,134.0,47.0,150.0,17.0
5,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
5,emergency_1,75.0,16.0,88.0,48.0,150.0,13.0
5,emergency_2,60.0,0.0,56.0,0.0,150.0,-4.0
5,emergency_4,37.0,0.0,84.0,43.0,150.0,47.0
5,emergency_3,45.0,0.0,58.0,10.0,150.0,13.0
5,emergency_7,44.0,0.0,61.0,13.0,150.0,17.0
5,emergency_8,32.0,1.0,6.0,1.0,150.0,-26.0
5,emergency_5,139.0,6.0,10.0,0.0,150.0,-129.0
5,emergency_6,141.0,4.0,97.0,0.0,150.0,-44.0
5,emergency_9,117.0,0.0,12.0,0.0,150.0,-105.0
6,emergency_0,12.0,0.0,19.0,3.0,150.0,7.0
6,emergency_1,48.0,0.0,101.0,55.0,150.0,53.0
6,emergency_2,46.0,0.0,46.0,0.0,150.0,0.0
6,emergency_3,64.0,12.0,101.0,39.0,150.0,37.0
6,emergency_4,58.0,12.0,14.0,0.0,150.0,-44.0
6,emergency_5,9.0,0.0,5.0,0.0,150.0,-4.0
6,emergency_6,32.0,15.0,141.0,44.0,150.0,109.0
6,emergency_7,59.0,4.0,51.0,4.0,150.0,-8.0
6,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
6,emergency_9,114.0,5.0,197.0,57.0,150.0,83.0
7,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
7,emergency_2,50.0,0.0,50.0,0.0,150.0,0.0
7,emergency_1,64.0,6.0,25.0,0.0,150.0,-39.0
7,emergency_3,61.0,4.0,59.0,9.0,150.0,-2.0
7,emergency_4,39.0,0.0,37.0,0.0,150.0,-2.0
7,emergency_5,18.0,0.0,16.0,0.0,150.0,-2.0
7,emergency_6,112.0,2.0,139.0,29.0,150.0,27.0
7,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
7,emergency_7,60.0,5.0,43.0,0.0,150.0,-17.0
7,emergency_9,127.0,0.0,149.0,17.0,150.0,22.0
8,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
8,emergency_1,57.0,0.0,34.0,0.0,150.0,-23.0
8,emergency_2,52.0,0.0,204.0,49.0,150.0,152.0
8,emergency_3,48.0,0.0,112.0,52.0,150.0,64.0
8,emergency_4,36.0,0.0,37.0,0.0,150.0,1.0
8,emergency_5,11.0,0.0,42.0,31.0,150.0,31.0
8,emergency_6,102.0,0.0,110.0,27.0,150.0,8.0
8,emergency_7,43.0,0.0,25.0,0.0,150.0,-18.0
8,emergency_8,30.0,1.0,26.0,6.0,150.0,-4.0
8,emergency_9,115.0,1.0,190.0,79.0,150.0,75.0
9,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
9,emergency_1,26.0,2.0,29.0,2.0,150.0,3.0
9,emergency_2,55.0,0.0,56.0,0.0,150.0,1.0
9,emergency_3,42.0,0.0,42.0,0.0,150.0,0.0
9,emergency_4,14.0,0.0,71.0,33.0,150.0,57.0
9,emergency_5,3.0,0.0,11.0,0.0,150.0,8.0
9,emergency_7,1.0,0.0,87.0,33.0,150.0,86.0
9,emergency_6,85.0,0.0,190.0,66.0,150.0,105.0
9,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
9,emergency_9,25.0,0.0,126.0,34.0,150.0,101.0
10,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
10,emergency_1,54.0,1.0,46.0,1.0,150.0,-8.0
10,emergency_2,52.0,0.0,45.0,0.0,150.0,-7.0
10,emergency_3,53.0,0.0,7.0,0.0,150.0,-46.0
10,emergency_4,55.0,11.0,84.0,46.0,150.0,29.0
10,emergency_5,8.0,0.0,11.0,0.0,150.0,3.0
10,emergency_7,48.0,2.0,103.0,54.0,150.0,55.0
10,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
10,emergency_6,156.0,15.0,67.0,35.0,150.0,-89.0
10,emergency_9,132.0,2.0,12.0,0.0,150.0,-120.0
11,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
11,emergency_1,50.0,0.0,97.0,52.0,150.0,47.0
11,emergency_2,61.0,0.0,62.0,1.0,150.0,1.0
11,emergency_3,15.0,0.0,4.0,0.0,150.0,-11.0
11,emergency_5,9.0,0.0,1.0,0.0,150.0,-8.0
11,emergency_4,41.0,0.0,37.0,0.0,150.0,-4.0
11,emergency_6,65.0,0.0,186.0,66.0,150.0,121.0
11,emergency_7,41.0,0.0,162.0,104.0,150.0,121.0
11,emergency_8,23.0,1.0,20.0,1.0,150.0,-3.0
11,emergency_9,95.0,0.0,219.0,99.0,150.0,124.0
12,emergency_0,12.0,0.0,14.0,0.0,150.0,2.0
12,emergency_1,40.0,0.0,32.0,0.0,150.0,-8.0
12,emergency_3,40.0,0.0,6.0,0.0,150.0,-34.0
12,emergency_5,1.0,0.0,2.0,0.0,150.0,1.0
12,emergency_2,131.0,0.0,41.0,0.0,150.0,-90.0
12,emergency_4,60.0,10.0,84.0,46.0,150.0,24.0
12,emergency_6,138.0,0.0,159.0,71.0,150.0,21.0
12,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
12,emergency_9,17.0,0.0,203.0,67.0,150.0,186.0
12,emergency_7,56.0,3.0,124.0,74.0,150.0,68.0
13,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
13,emergency_1,58.0,0.0,50.0,0.0,150.0,-8.0
13,emergency_2,47.0,0.0,45.0,0.0,150.0,-2.0
13,emergency_3,49.0,0.0,52.0,4.0,150.0,3.0
13,emergency_4,14.0,0.0,37.0,0.0,150.0,23.0
13,emergency_5,10.0,0.0,7.0,0.0,150.0,-3.0
13,emergency_6,41.0,20.0,161.0,56.0,150.0,120.0
13,emergency_7,49.0,0.0,174.0,116.0,150.0,125.0
13,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
13,emergency_9,145.0,3.0,203.0,90.0,150.0,58.0
14,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
14,emergency_1,50.0,2.0,27.0,2.0,150.0,-23.0
14,emergency_2,44.0,0.0,47.0,0.0,150.0,3.0
14,emergency_3,50.0,6.0,104.0,53.0,150.0,54.0
14,emergency_4,37.0,0.0,104.0,57.0,150.0,67.0
14,emergency_5,10.0,0.0,3.0,0.0,150.0,-7.0
14,emergency_6,139.0,0.0,135.0,0.0,150.0,-4.0
14,emergency_7,45.0,0.0,125.0,73.0,150.0,80.0
14,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
14,emergency_9,110.0,4.0,186.0,64.0,150.0,76.0
15,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
15,emergency_1,56.0,0.0,44.0,0.0,150.0,-12.0
15,emergency_2,153.0,4.0,155.0,7.0,150.0,2.0
15,emergency_3,63.0,10.0,95.0,47.0,150.0,32.0
15,emergency_4,18.0,0.0,63.0,25.0,150.0,45.0
15,emergency_5,3.0,0.0,9.0,0.0,150.0,6.0
15,emergency_6,126.0,2.0,120.0,30.0,150.0,-6.0
15,emergency_7,46.0,0.0,51.0,2.0,150.0,5.0
15,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
15,emergency_9,132.0,3.0,137.0,27.0,150.0,5.0
16,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
16,emergency_1,50.0,0.0,72.0,27.0,150.0,22.0
16,emergency_2,56.0,0.0,57.0,0.0,150.0,1.0
16,emergency_3,44.0,0.0,52.0,2.0,150.0,8.0
16,emergency_4,39.0,0.0,37.0,0.0,150.0,-2.0
16,emergency_5,6.0,0.0,16.0,0.0,150.0,10.0
16,emergency_6,96.0,4.0,120.0,26.0,150.0,24.0
16,emergency_7,52.0,0.0,49.0,3.0,150.0,-3.0
16,emergency_8,24.0,2.0,23.0,1.0,150.0,-1.0
16,emergency_9,113.0,1.0,126.0,34.0,150.0,13.0
17,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
17,emergency_1,48.0,0.0,42.0,0.0,150.0,-6.0
17,emergency_2,140.0,0.0,154.0,13.0,150.0,14.0
17,emergency_3,48.0,0.0,48.0,0.0,150.0,0.0
17,emergency_5,9.0,0.0,5.0,0.0,150.0,-4.0
17,emergency_4,41.0,0.0,15.0,0.0,150.0,-26.0
17,emergency_7,52.0,1.0,170.0,112.0,150.0,118.0
17,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
17,emergency_6,102.0,4.0,137.0,3.0,150.0,35.0
17,emergency_9,98.0,0.0,202.0,67.0,150.0,104.0
18,emergency_0,21.0,0.0,12.0,0.0,150.0,-9.0
18,emergency_1,47.0,0.0,101.0,50.0,150.0,54.0
18,emergency_2,49.0,0.0,46.0,0.0,150.0,-3.0
18,emergency_3,40.0,0.0,67.0,20.0,150.0,27.0
18,emergency_4,56.0,12.0,37.0,0.0,150.0,-19.0
18,emergency_5,124.0,0.0,220.0,91.0,150.0,96.0
18,emergency_6,48.0,17.0,142.0,24.0,150.0,94.0
18,emergency_7,44.0,0.0,102.0,45.0,150.0,58.0
18,emergency_8,26.0,1.0,20.0,1.0,150.0,-6.0
18,emergency_9,30.0,0.0,102.0,0.0,150.0,72.0
19,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
19,emergency_2,48.0,0.0,47.0,0.0,150.0,-1.0
19,emergency_1,59.0,10.0,92.0,46.0,150.0,33.0
19,emergency_3,52.0,0.0,53.0,0.0,150.0,1.0
19,emergency_4,38.0,0.0,15.0,0.0,150.0,-23.0
19,emergency_5,5.0,0.0,5.0,0.0,150.0,0.0
19,emergency_6,95.0,0.0,118.0,29.0,150.0,23.0
19,emergency_7,53.0,2.0,95.0,63.0,150.0,42.0
19,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
19,emergency_9,122.0,0.0,12.0,0.0,150.0,-110.0
20,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
20,emergency_1,66.0,12.0,95.0,51.0,150.0,29.0
20,emergency_2,130.0,0.0,144.0,8.0,150.0,14.0
20,emergency_3,55.0,0.0,56.0,0.0,150.0,1.0
20,emergency_4,40.0,0.0,97.0,52.0,150.0,57.0
20,emergency_5,5.0,0.0,7.0,0.0,150.0,2.0
20,emergency_6,11.0,0.0,160.0,47.0,150.0,149.0
20,emergency_7,41.0,0.0,113.0,63.0,150.0,72.0
20,emergency_8,26.0,4.0,21.0,1.0,150.0,-5.0
20,emergency_9,88.0,0.0,194.0,54.0,150.0,106.0
21,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
21,emergency_1,62.0,1.0,24.0,0.0,150.0,-38.0
21,emergency_3,42.0,0.0,39.0,0.0,150.0,-3.0
21,emergency_2,154.0,0.0,208.0,61.0,150.0,54.0
21,emergency_4,57.0,8.0,41.0,0.0,150.0,-16.0
21,emergency_5,10.0,0.0,14.0,0.0,150.0,4.0
21,emergency_6,96.0,0.0,142.0,36.0,150.0,46.0
21,emergency_7,45.0,0.0,26.0,0.0,150.0,-19.0
21,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
21,emergency_9,121.0,2.0,94.0,2.0,150.0,-27.0
22,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
22,emergency_1,57.0,6.0,76.0,26.0,150.0,19.0
22,emergency_2,52.0,0.0,52.0,0.0,150.0,0.0
22,emergency_3,46.0,2.0,65.0,17.0,150.0,19.0
22,emergency_4,58.0,12.0,16.0,0.0,150.0,-42.0
22,emergency_5,11.0,0.0,9.0,0.0,150.0,-2.0
22,emergency_7,46.0,0.0,100.0,49.0,150.0,54.0
22,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
22,emergency_6,123.0,0.0,135.0,16.0,150.0,12.0
22,emergency_9,128.0,0.0,187.0,63.0,150.0,59.0
23,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
23,emergency_1,53.0,0.0,49.0,0.0,150.0,-4.0
23,emergency_2,66.0,0.0,55.0,0.0,150.0,-11.0
23,emergency_3,51.0,0.0,105.0,52.0,150.0,54.0
23,emergency_4,37.0,0.0,37.0,0.0,150.0,0.0
23,emergency_5,6.0,0.0,5.0,0.0,150.0,-1.0
23,emergency_7,49.0,0.0,24.0,0.0,150.0,-25.0
23,emergency_6,128.0,0.0,64.0,3.0,150.0,-64.0
23,emergency_8,23.0,1.0,20.0,1.0,150.0,-3.0
23,emergency_9,27.0,0.0,103.0,2.0,150.0,76.0
24,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
24,emergency_1,48.0,0.0,51.0,0.0,150.0,3.0
24,emergency_2,52.0,0.0,193.0,61.0,150.0,141.0
24,emergency_4,37.0,0.0,37.0,0.0,150.0,0.0
24,emergency_3,44.0,0.0,94.0,48.0,150.0,50.0
24,emergency_5,12.0,0.0,5.0,0.0,150.0,-7.0
24,emergency_6,105.0,0.0,141.0,0.0,150.0,36.0
24,emergency_7,53.0,1.0,142.0,91.0,150.0,89.0
24,emergency_8,23.0,1.0,20.0,1.0,150.0,-3.0
24,emergency_9,19.0,0.0,229.0,85.0,150.0,210.0
25,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
25,emergency_1,33.0,0.0,24.0,0.0,150.0,-9.0
25,emergency_2,134.0,0.0,168.0,11.0,150.0,34.0
25,emergency_4,37.0,0.0,37.0,0.0,150.0,0.0
25,emergency_3,55.0,4.0,107.0,60.0,150.0,52.0
25,emergency_5,17.0,0.0,3.0,0.0,150.0,-14.0
25,emergency_6,36.0,14.0,147.0,42.0,150.0,111.0
25,emergency_8,27.0,2.0,23.0,1.0,150.0,-4.0
25,emergency_7,59.0,2.0,119.0,69.0,150.0,60.0
25,emergency_9,117.0,0.0,194.0,53.0,150.0,77.0
26,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
26,emergency_1,54.0,0.0,5.0,0.0,150.0,-49.0
26,emergency_2,52.0,0.0,51.0,0.0,150.0,-1.0
26,emergency_3,44.0,1.0,96.0,52.0,150.0,52.0
26,emergency_4,37.0,0.0,37.0,0.0,150.0,0.0
26,emergency_6,104.0,0.0,159.0,56.0,150.0,55.0
26,emergency_5,123.0,6.0,7.0,0.0,150.0,-116.0
26,emergency_7,52.0,0.0,60.0,12.0,150.0,8.0
26,emergency_8,23.0,1.0,23.0,1.0,150.0,0.0
26,emergency_9,108.0,0.0,219.0,97.0,150.0,111.0
27,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
27,emergency_1,49.0,0.0,100.0,55.0,150.0,51.0
27,emergency_2,49.0,0.0,47.0,0.0,150.0,-2.0
27,emergency_3,53.0,0.0,106.0,51.0,150.0,53.0
27,emergency_4,54.0,9.0,37.0,0.0,150.0,-17.0
27,emergency_5,15.0,0.0,4.0,0.0,150.0,-11.0
27,emergency_8,23.0,1.0,20.0,1.0,150.0,-3.0
27,emergency_7,56.0,6.0,82.0,31.0,150.0,26.0
27,emergency_6,138.0,0.0,130.0,27.0,150.0,-8.0
27,emergency_9,113.0,0.0,182.0,70.0,150.0,69.0
28,emergency_0,12.0,0.0,16.0,0.0,150.0,4.0
28,emergency_1,52.0,0.0,46.0,0.0,150.0,-6.0
28,emergency_2,50.0,0.0,52.0,0.0,150.0,2.0
28,emergency_3,56.0,2.0,107.0,52.0,150.0,51.0
28,emergency_4,54.0,9.0,38.0,0.0,150.0,-16.0
28,emergency_5,129.0,4.0,9.0,0.0,150.0,-120.0
28,emergency_7,64.0,11.0,43.0,0.0,150.0,-21.0
28,emergency_6,127.0,17.0,106.0,4.0,150.0,-21.0
28,emergency_8,27.0,2.0,23.0,1.0,150.0,-4.0
28,emergency_9,167.0,30.0,18.0,0.0,150.0,-149.0
29,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
29,emergency_1,69.0,9.0,24.0,0.0,150.0,-45.0
29,emergency_3,42.0,0.0,45.0,0.0,150.0,3.0
29,emergency_5,9.0,0.0,9.0,0.0,150.0,0.0
29,emergency_4,53.0,7.0,13.0,0.0,150.0,-40.0
29,emergency_2,138.0,2.0,151.0,4.0,150.0,13.0
29,emergency_6,10.0,0.0,131.0,41.0,150.0,121.0
29,emergency_7,54.0,0.0,87.0,28.0,150.0,33.0
29,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
29,emergency_9,129.0,0.0,12.0,0.0,150.0,-117.0
30,emergency_0,12.0,0.0,12.0,0.0,150.0,0.0
30,emergency_1,57.0,1.0,76.0,27.0,150.0,19.0
30,emergency_2,50.0,0.0,51.0,0.0,150.0,1.0
30,emergency_4,15.0,0.0,37.0,0.0,150.0,22.0
30,emergency_3,60.0,0.0,42.0,0.0,150.0,-18.0
30,emergency_5,119.0,2.0,10.0,0.0,150.0,-109.0
30,emergency_7,51.0,0.0,42.0,0.0,150.0,-9.0
30,emergency_6,109.0,0.0,94.0,1.0,150.0,-15.0
30,emergency_8,23.0,1.0,21.0,1.0,150.0,-2.0
30,emergency_9,125.0,0.0,108.0,18.0,150.0,-17.0
1,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
1,emergency_1,61.0,11.0,90.0,49.0,200.0,29.0
1,emergency_2,46.0,0.0,108.0,0.0,200.0,62.0
1,emergency_3,4.0,0.0,96.0,49.0,200.0,92.0
1,emergency_5,9.0,0.0,9.0,0.0,200.0,0.0
1,emergency_4,17.0,0.0,42.0,0.0,200.0,25.0
1,emergency_6,19.0,0.0,116.0,27.0,200.0,97.0
1,emergency_8,35.0,8.0,21.0,1.0,200.0,-14.0
1,emergency_7,53.0,0.0,92.0,29.0,200.0,39.0
1,emergency_9,141.0,6.0,12.0,0.0,200.0,-129.0
2,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
2,emergency_1,68.0,11.0,96.0,50.0,200.0,28.0
2,emergency_2,49.0,0.0,56.0,0.0,200.0,7.0
2,emergency_4,37.0,0.0,37.0,0.0,200.0,0.0
2,emergency_3,51.0,0.0,47.0,0.0,200.0,-4.0
2,emergency_5,136.0,1.0,18.0,0.0,200.0,-118.0
2,emergency_6,97.0,0.0,76.0,0.0,200.0,-21.0
2,emergency_7,54.0,1.0,103.0,54.0,200.0,49.0
2,emergency_8,32.0,1.0,6.0,1.0,200.0,-26.0
2,emergency_9,121.0,4.0,11.0,0.0,200.0,-110.0
3,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
3,emergency_1,56.0,2.0,24.0,0.0,200.0,-32.0
3,emergency_2,52.0,5.0,52.0,5.0,200.0,0.0
3,emergency_3,60.0,11.0,61.0,10.0,200.0,1.0
3,emergency_5,17.0,0.0,12.0,0.0,200.0,-5.0
3,emergency_4,45.0,4.0,13.0,0.0,200.0,-32.0
3,emergency_7,47.0,0.0,125.0,74.0,200.0,78.0
3,emergency_6,111.0,0.0,146.0,58.0,200.0,35.0
3,emergency_8,23.0,1.0,27.0,1.0,200.0,4.0
3,emergency_9,137.0,0.0,154.0,23.0,200.0,17.0
4,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
4,emergency_1,47.0,0.0,24.0,0.0,200.0,-23.0
4,emergency_2,150.0,0.0,151.0,13.0,200.0,1.0
4,emergency_3,46.0,0.0,107.0,49.0,200.0,61.0
4,emergency_4,38.0,0.0,62.0,23.0,200.0,24.0
4,emergency_5,18.0,0.0,16.0,0.0,200.0,-2.0
4,emergency_6,92.0,0.0,132.0,63.0,200.0,40.0
4,emergency_8,23.0,1.0,20.0,1.0,200.0,-3.0
4,emergency_7,59.0,0.0,61.0,12.0,200.0,2.0
4,emergency_9,22.0,0.0,134.0,47.0,200.0,112.0
5,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
5,emergency_1,61.0,11.0,88.0,48.0,200.0,27.0
5,emergency_2,56.0,0.0,56.0,0.0,200.0,0.0
5,emergency_4,37.0,0.0,84.0,43.0,200.0,47.0
5,emergency_3,45.0,0.0,58.0,10.0,200.0,13.0
5,emergency_7,39.0,0.0,61.0,13.0,200.0,22.0
5,emergency_8,29.0,3.0,6.0,1.0,200.0,-23.0
5,emergency_5,135.0,2.0,10.0,0.0,200.0,-125.0
5,emergency_6,120.0,1.0,97.0,0.0,200.0,-23.0
5,emergency_9,125.0,1.0,12.0,0.0,200.0,-113.0
6,emergency_0,12.0,0.0,19.0,3.0,200.0,7.0
6,emergency_1,48.0,0.0,101.0,55.0,200.0,53.0
6,emergency_2,48.0,0.0,46.0,0.0,200.0,-2.0
6,emergency_3,45.0,0.0,101.0,39.0,200.0,56.0
6,emergency_4,42.0,0.0,14.0,0.0,200.0,-28.0
6,emergency_5,1.0,0.0,5.0,0.0,200.0,4.0
6,emergency_6,32.0,4.0,141.0,44.0,200.0,109.0
